Geneid	S38.fastq.gz	S37.fastq.gz	S35.fastq.gz	S32.fastq.gz	S31.fastq.gz	S29.fastq.gz	S26.fastq.gz	S25.fastq.gz	S23.fastq.gz	S20prime.fastq.gz	S20.fastq.gz	S19.fastq.gz	S16.fastq.gz	S15.fastq.gz	S12.fastq.gz	S11.fastq.gz	S8.fastq.gz	S7.fastq.gz	S4.fastq.gz	S3.fastq.gz
GWK60_L03575	639	595	508	495	547	434	796	262	516	368	285	275	299	173	373	419	251	379	341	258
GWK60_L03597	759	735	1293	1229	1319	1206	2352	682	1128	698	612	421	505	319	370	487	174	346	150	119
GWK60_L03619	882	904	350	357	302	357	683	235	391	261	249	189	184	126	222	287	250	438	563	434
GWK60_L03641	5378	5027	4540	4435	6661	5301	9700	3397	6486	6123	4490	3520	5360	3356	5358	5617	2364	3790	2951	2264
GWK60_L03663	2008	1954	2517	2662	4839	3349	5402	2199	4096	3400	2744	2074	2791	1744	2443	2933	952	1651	1183	936
GWK60_L03685	5129	4739	8019	8142	14487	10505	16185	6218	12013	9682	7739	5852	7742	5363	6134	7575	2453	4105	2459	1964
GWK60_L03707	640	637	453	533	1246	562	881	389	755	708	512	351	485	326	435	604	113	215	84	69
GWK60_L03729	625	598	356	358	495	369	514	199	376	291	270	190	256	178	302	344	191	305	278	249
GWK60_L03751	80	88	83	107	303	124	234	103	261	299	238	176	370	241	150	207	51	49	38	21
GWK60_L03773	1502	1423	561	693	718	668	1483	428	940	1037	977	797	1101	664	1625	1566	850	1282	981	772
GWK60_L03795	2679	2405	2062	2151	3896	2217	4109	1554	3522	2965	2312	1929	2752	1862	3151	3229	1197	1765	1655	1248
GWK60_L03817	866	838	1499	1412	2143	1896	3331	1229	2529	1916	1604	1207	1606	1050	1331	1587	518	860	389	298
GWK60_L03839	970	993	246	211	290	286	602	252	507	606	410	343	576	326	825	706	436	623	681	538
GWK60_L03861	268	304	116	103	150	138	270	106	209	240	176	189	257	125	242	259	137	190	158	124
GWK60_L03883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L03905	346	395	340	233	316	296	579	224	347	215	175	115	155	109	167	184	100	177	297	204
GWK60_L03927	195	255	319	342	410	362	599	252	500	417	350	267	415	227	329	383	159	239	139	119
GWK60_L03949	381	395	314	346	429	275	482	194	419	415	330	270	298	214	370	473	330	532	341	281
GWK60_L03971	209	151	477	365	212	446	971	328	603	424	355	249	338	193	279	232	86	117	256	158
GWK60_L03993	991	1017	809	912	1342	1005	1802	656	1373	1524	1287	1027	1265	884	1324	1390	530	923	591	492
GWK60_L04015	877	851	273	247	288	288	350	177	153	113	83	65	81	44	67	85	167	239	644	475
GWK60_L04037	1930	1658	1413	1396	1576	1491	2760	932	1789	1576	1182	961	1284	817	1284	1512	802	1228	1016	847
GWK60_L04059	842	870	134	80	80	67	171	69	101	82	64	57	60	50	52	59	70	67	771	538
GWK60_L04081	482	528	675	596	846	734	1308	476	869	660	497	367	485	297	489	523	214	394	309	235
GWK60_L04103	15122	12667	4816	4169	4602	4028	6793	2686	3642	2615	2334	1953	1945	1315	3102	3458	3342	4706	9577	7608
GWK60_L04125	486	494	438	407	442	465	809	287	484	435	362	253	357	209	365	335	170	311	291	214
GWK60_L04147	1382	1303	831	744	853	776	1535	552	982	1000	755	551	844	516	927	1043	631	910	841	640
GWK60_L04169	386	345	475	357	467	397	706	275	481	414	316	257	393	258	412	503	242	391	304	207
GWK60_L04191	1147	894	6558	6798	8621	6982	8788	3506	3807	2238	1578	1035	1169	751	865	1123	400	763	399	316
GWK60_L04213	1028	961	944	890	1192	1008	1592	658	1077	837	731	516	702	467	733	770	407	602	558	472
GWK60_L04235	2030	1953	1080	878	1177	1055	1850	577	1161	1266	1105	773	1210	649	1266	1513	993	1556	1578	1306
GWK60_L04257	1257	1182	1669	1647	3156	2096	3806	1360	3081	2577	2121	1643	2390	1431	2162	2340	544	928	494	404
GWK60_L04279	1728	1616	688	865	1124	781	1188	533	1185	1106	953	773	804	592	1212	1409	724	1147	1069	944
GWK60_L04301	3115	3420	8794	8808	10949	8492	15125	4445	6481	6411	4848	3053	4127	2390	3160	3577	1563	2470	505	410
GWK60_L04323	182	158	273	202	304	260	429	153	276	256	197	136	217	153	236	248	86	172	58	39
GWK60_L04345	743	667	273	209	259	294	522	218	504	675	575	463	808	464	721	782	325	520	355	291
GWK60_L04367	626	577	1181	1120	2054	1434	2619	1039	2150	1927	1505	1148	1668	983	1292	1474	420	617	225	211
GWK60_L04389	1166	1135	967	834	770	922	1898	672	1175	971	719	615	751	472	857	894	578	833	684	532
GWK60_L04411	12	8	3	1	4	5	19	3	11	19	19	11	15	15	11	23	8	9	4	1
GWK60_L04433	7480	6677	4522	4583	5748	4928	8997	3332	6909	7862	6295	4840	7109	4030	5167	5238	1986	2879	2376	1949
GWK60_L04455	1000	867	1292	1329	1937	1782	3216	1159	2024	1694	1201	937	1340	872	1672	1702	501	972	506	387
GWK60_L04477	3518	2304	633	521	898	628	914	386	585	462	357	281	353	225	445	495	328	379	1394	1236
GWK60_L04499	3321	3191	784	597	751	623	963	386	617	911	659	616	790	521	1252	1420	1417	2247	2575	1945
GWK60_L04521	2310	1814	2161	2035	2751	2325	3856	1323	2414	1698	1487	1078	1546	904	1459	1520	699	1121	831	690
GWK60_L04543	792	753	382	396	720	527	980	375	845	1187	942	811	1289	882	1063	1272	413	665	317	270
GWK60_L04565	1807	1674	1312	576	956	833	1876	733	1767	1883	1523	1121	2330	1427	1826	2132	951	1650	1287	913
GWK60_L04587	23	35	94	108	148	100	185	72	125	111	93	57	59	43	59	73	28	56	60	33
GWK60_L04609	2482	2018	1755	1374	2488	1874	2697	1138	2273	1895	1554	1325	2015	1494	1878	2567	1234	2215	1626	1358
GWK60_L04631	2048	2064	1640	1693	2575	1964	3719	1345	2661	2490	1920	1530	2135	1430	2310	2851	1230	2137	1076	906
GWK60_L04653	1640	1623	893	1009	1691	1144	2575	951	1991	1883	1416	1235	1814	1140	2080	2382	1016	1747	883	802
GWK60_L04675	151	163	125	92	112	114	225	80	176	178	150	107	189	108	185	189	90	134	76	73
GWK60_L04697	549	432	584	523	694	646	1013	343	732	549	476	337	484	353	456	533	242	332	289	198
GWK60_L04719	131	119	206	194	321	206	374	142	230	203	156	108	144	93	154	159	53	85	48	59
GWK60_L04741	15786	14225	5269	4670	9405	5487	6756	3033	9760	15776	13285	11771	15105	12232	20350	30897	8429	15451	5682	4476
GWK60_L04763	3293	2491	809	766	736	875	1384	618	891	760	604	510	572	382	1108	1176	933	1541	2515	2198
GWK60_L04785	4031	2987	1595	1344	1473	1625	2724	1093	1751	1534	1192	979	1201	805	1477	1750	991	1683	1586	1522
GWK60_L04807	334	253	237	447	272	159	451	80	147	321	294	71	312	113	306	183	147	90	189	73
GWK60_L04829	2057	1626	1382	805	1371	1062	1406	623	1084	857	760	629	916	542	642	779	341	520	623	386
GWK60_L04851	1586	1521	2118	1713	2938	2362	3785	1479	2518	2099	1819	1367	2013	1197	1967	2118	985	1497	930	625
GWK60_L04873	356	335	210	229	278	261	482	156	337	354	302	254	308	190	308	332	160	271	201	166
GWK60_L04895	2743	2231	1325	1069	962	1226	2090	800	1040	676	469	452	469	344	737	972	692	1226	2141	1708
GWK60_L04917	1322	2152	6856	6031	9047	8073	13298	5282	8934	8549	6651	4535	6080	3802	3622	4251	1206	1969	682	399
GWK60_L04939	662	582	838	800	1218	882	1700	624	1117	857	715	512	675	481	609	624	284	425	242	180
GWK60_L04961	2636	2390	6603	5556	9638	7724	11892	4791	9315	6373	5146	4172	5462	3739	4284	5392	1623	2790	1748	1465
GWK60_L04983	2498	2383	2533	2642	4982	3637	4035	2425	4186	3769	2860	1756	2570	1632	1936	2841	1113	2692	1874	1412
GWK60_L05005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L05027	161	145	149	134	157	108	229	109	161	118	120	108	138	72	115	131	53	90	76	63
GWK60_L05049	898	969	1383	1548	2647	1831	3164	1167	2405	1927	1523	1199	1540	1005	1322	1582	488	895	648	436
GWK60_L05071	472	446	312	298	387	329	575	228	365	300	269	194	242	150	258	348	171	298	203	158
GWK60_L05093	817	693	521	396	545	559	818	363	566	454	365	275	376	231	349	422	217	399	423	406
GWK60_L05115	3810	3648	1429	1704	1663	1416	2086	853	1405	1371	1072	949	823	570	1555	1769	1567	2189	2536	1978
GWK60_L05137	384	449	398	363	606	422	658	259	508	593	517	420	717	442	1042	1167	541	852	185	150
GWK60_L05159	1610	1628	3594	3645	4530	4230	8830	3083	5179	4058	3149	2422	3102	1916	2762	2887	949	1595	1058	769
GWK60_L05181	2095	1778	1124	1193	1822	1504	2427	957	1888	1690	1355	994	1293	928	1500	1967	1015	2014	1127	962
GWK60_L05203	2296	1982	781	678	987	755	1240	459	880	645	509	400	514	411	696	812	483	773	1373	985
GWK60_L05225	3134	2634	1419	1270	1710	1689	2247	865	1346	1178	875	660	946	602	1357	1349	967	1541	2135	1763
GWK60_L05247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GWK60_L05269	1167	1058	1071	1253	1755	1279	1989	758	1272	1183	899	666	711	473	512	723	411	682	610	477
GWK60_L05291	2911	2560	1201	1212	1205	1437	2497	902	1574	1210	912	746	862	553	1173	1438	1229	1962	1585	1328
GWK60_L05313	342	274	518	515	521	539	1057	355	489	360	278	238	256	150	166	199	119	174	208	157
GWK60_L05335	5	9	39	51	30	32	47	17	23	12	2	8	6	9	7	6	2	9	16	11
GWK60_L05357	2900	2236	721	847	1653	1125	1926	720	1461	1416	998	886	1191	816	1661	1897	870	1523	759	768
GWK60_L05379	863	895	563	581	727	741	1102	447	711	568	424	328	408	264	415	512	291	443	604	485
GWK60_L05401	318	311	146	128	200	156	320	143	262	283	186	182	245	191	242	265	101	160	94	86
GWK60_L05423	3231	2892	1708	754	1749	940	1847	814	2208	1750	1385	1024	2135	1417	2270	2450	1199	2093	1696	1303
GWK60_L05445	432	394	897	848	717	963	1997	634	1075	579	472	298	381	183	234	246	180	248	277	197
GWK60_L05467	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GWK60_L05489	784	655	539	525	571	542	1031	360	646	549	435	315	404	270	405	466	281	414	404	335
GWK60_L05511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L05533	157	124	182	202	220	196	465	146	267	218	173	127	171	118	178	214	92	125	58	48
GWK60_L05555	513	555	456	442	738	549	973	355	731	641	494	406	547	389	603	669	331	505	279	228
GWK60_L05577	2507	2164	3557	3607	6435	4593	5434	2381	4162	3234	2545	1737	2238	1573	2212	2714	908	1539	1277	914
GWK60_L05599	597	629	619	872	1203	656	793	441	723	623	497	434	317	305	573	672	403	572	523	393
GWK60_L05621	447	539	709	491	591	612	1218	329	389	502	433	200	571	264	626	667	300	332	113	88
GWK60_L05643	456	444	252	266	401	281	415	170	367	365	279	242	235	144	332	386	262	368	313	246
GWK60_L05665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L05687	6	6	1	1	1	0	0	0	2	8	6	5	12	6	14	14	11	15	13	8
GWK60_L05709	12	15	2	4	2	2	20	4	8	17	14	9	26	9	31	32	23	24	31	17
GWK60_L05731	630	647	1020	880	1313	1028	1847	667	1268	994	736	594	871	487	889	897	374	544	376	287
GWK60_L05753	726	646	578	501	547	556	1158	421	733	646	517	428	528	367	575	661	352	562	398	354
GWK60_L05775	2347	2405	1492	1351	1812	1763	3131	1211	2338	2314	1915	1431	1975	1322	1871	2218	944	1593	1489	1138
GWK60_L05797	900	806	451	439	639	573	864	288	651	587	498	350	613	382	599	687	284	411	468	350
GWK60_L05819	1273	1579	3666	5359	12618	6219	9733	4196	10049	9111	7901	6026	8782	6424	8630	10463	1980	3612	909	784
GWK60_L05841	506	548	1136	1056	1702	1327	2258	878	1601	1251	1089	792	1120	822	1028	1156	345	645	234	206
GWK60_L05863	1282	1107	535	637	983	658	1215	511	856	587	440	431	474	280	547	555	275	431	485	396
GWK60_L05885	499	497	853	744	1021	875	1535	544	915	577	523	382	433	270	378	420	241	385	378	278
GWK60_L05907	3762	2927	2079	1469	3075	1399	1782	880	2326	1483	1180	1061	1565	1166	1832	2511	1113	1917	2092	1655
GWK60_L05929	3455	2968	3670	3792	4097	4264	7890	2714	4795	3752	2888	1981	2230	1316	1563	1659	911	1342	1933	1435
GWK60_L05951	1155	1044	786	801	945	949	1677	545	1044	871	672	512	720	459	730	901	424	631	675	506
GWK60_L05973	265	192	240	241	264	299	663	281	505	288	256	244	294	175	318	293	126	195	173	149
GWK60_L05995	437	465	767	693	973	774	1512	541	842	633	563	431	524	333	509	496	239	345	221	175
GWK60_L06017	874	852	645	539	721	675	1083	404	777	489	438	295	468	287	497	650	349	562	573	449
GWK60_L06039	663	676	527	536	738	620	1135	413	807	805	632	427	681	397	741	747	343	583	369	272
GWK60_L06061	247	227	814	879	2895	933	997	440	806	547	474	339	365	300	260	310	67	124	37	38
GWK60_L06083	813	814	599	536	657	521	1063	379	763	630	527	422	487	347	599	754	372	575	496	386
GWK60_L06105	249	265	240	247	406	298	485	191	322	243	229	157	237	161	244	225	113	169	114	87
GWK60_L06127	953	887	356	333	368	396	868	312	629	855	704	584	913	539	869	1033	411	646	443	402
GWK60_L06149	607	669	471	456	526	580	1045	376	774	565	464	393	503	318	514	517	275	420	413	299
GWK60_L06171	1045	1037	617	639	865	749	1407	438	803	761	586	488	573	428	654	770	393	645	609	461
GWK60_L06193	2442	2448	2401	2611	4812	3151	3062	1766	3366	3581	2710	1785	2687	2002	2325	3731	1215	2775	1400	1143
GWK60_L06215	288	217	139	167	139	146	335	116	246	191	137	104	141	111	253	254	149	238	61	62
GWK60_L06237	1743	1683	1362	1725	2589	2075	4271	1612	3126	3808	2931	2138	2989	1730	2951	3137	1230	2083	1300	935
GWK60_L06259	2028	1817	922	1054	1314	1147	2011	867	1760	2015	1493	1187	1602	1113	1764	2154	974	1605	1357	1121
GWK60_L06281	696	658	275	249	235	245	419	190	347	277	221	171	224	159	289	329	225	364	450	325
GWK60_L06303	190	176	227	187	273	234	423	143	323	237	168	129	163	99	160	210	114	165	189	124
GWK60_L06325	635	704	808	812	1116	973	1951	692	1396	1477	1159	975	1428	884	1156	1320	456	735	405	286
GWK60_L06347	1170	967	695	539	623	834	1371	520	866	564	449	379	573	331	480	462	322	465	635	502
GWK60_L06369	10893	10588	19893	15365	16354	18685	34440	11608	17965	14153	10009	7575	10187	5935	8928	9543	5210	7644	10065	8611
GWK60_L06391	49862	45907	170012	161695	167250	182228	263377	102858	166828	130824	97143	67748	100263	60841	64864	75028	30631	58523	40611	34475
GWK60_L06413	194	177	470	441	677	559	943	333	661	540	418	392	505	326	408	449	139	212	122	93
GWK60_L06435	238	232	167	119	184	145	235	90	147	100	87	56	101	51	94	142	81	168	184	125
GWK60_L06457	1456	1266	699	440	532	451	1038	325	561	463	425	348	499	304	543	548	415	632	1051	787
GWK60_L06479	576	547	532	458	446	476	813	265	452	303	228	191	202	122	176	202	152	230	494	338
GWK60_L06501	164	164	237	218	360	260	594	253	500	382	303	257	323	199	287	295	102	160	133	68
GWK60_L06523	668	739	1248	1267	2094	1587	2834	1165	1996	1427	1107	861	1082	660	900	961	375	587	408	300
GWK60_L06545	1449	1573	1048	1037	1649	1165	2286	859	1797	1638	1370	1076	1487	1052	1649	1928	892	1524	793	637
GWK60_L06567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GWK60_L06589	129	62	1	2	5	3	2	2	7	1	2	0	2	4	0	5	0	6	1	1
GWK60_L06611	0	0	0	0	0	0	5	0	0	1	1	1	0	0	0	0	0	0	0	0
GWK60_L06633	490	433	454	389	582	431	758	291	527	409	331	258	348	228	392	505	223	383	307	241
GWK60_L06655	742	738	1235	1152	2008	1338	2769	992	2105	1566	1347	990	1421	851	1327	1398	513	788	449	373
GWK60_L06677	8	6	64	55	123	75	167	50	109	81	74	51	89	38	58	25	8	9	7	7
GWK60_L06699	1802	1943	5223	5097	12041	7315	10697	4683	8861	6180	4825	3893	4755	3367	3021	3410	965	1610	1268	1166
GWK60_L06721	218	282	1548	1257	2517	1480	3033	1016	1869	2074	1546	1189	2053	1089	1420	1126	157	260	79	36
GWK60_L06743	140	151	192	125	245	150	142	102	177	112	74	41	59	57	55	67	26	67	107	67
GWK60_L06765	32	22	32	28	29	25	37	24	24	25	19	8	17	10	11	15	9	18	12	10
GWK60_L06787	1575	1343	586	522	584	613	1114	397	709	727	529	467	652	412	731	800	570	744	939	691
GWK60_L06809	701	715	988	1073	1797	1195	2466	844	1858	1859	1542	1205	1839	1137	1718	1848	547	973	368	270
GWK60_L06831	315	277	272	206	361	290	568	192	373	377	250	228	320	207	297	292	164	259	190	145
GWK60_L06853	403	389	267	357	615	356	336	210	410	355	298	242	196	159	250	315	235	384	276	261
GWK60_L06875	3970	3533	1034	1017	1297	1146	1692	682	1357	1239	1031	789	994	665	1383	1684	1196	2085	2217	1882
GWK60_L06897	805	700	996	810	1397	1147	1755	667	1107	706	681	523	642	398	546	701	339	590	397	335
GWK60_L06919	560	508	332	359	402	426	833	265	544	440	338	291	363	221	360	410	223	330	265	232
GWK60_L06941	1407	1319	381	338	292	341	636	247	304	187	150	111	101	73	144	137	208	292	811	592
GWK60_L06963	3987	4629	833	799	1762	706	765	431	969	2467	2009	1844	2551	1635	3303	4443	2351	4618	5026	4156
GWK60_L06985	716	630	873	591	763	712	1221	456	959	671	598	409	553	369	480	622	285	480	466	408
GWK60_L07007	411	416	1039	984	1440	1245	2151	793	1383	1098	846	617	878	538	627	718	226	338	290	212
GWK60_L07029	18392	15977	2565	1667	1315	2005	2801	1100	1189	777	560	514	497	400	2464	2429	4261	5495	12231	9851
GWK60_L07051	14930	12583	610	340	253	431	521	255	280	117	93	121	121	142	1386	1410	3316	4065	11124	9194
GWK60_L07073	11421	10237	1061	644	330	667	1506	452	454	239	224	184	335	247	2395	2199	3787	5087	9244	7830
GWK60_L07095	353	305	114	181	169	141	176	76	138	99	79	68	52	54	89	104	77	101	154	126
GWK60_L07117	1078	973	2034	1828	2672	2439	4060	1368	2708	2329	1771	1167	1821	1212	1545	1865	613	1026	459	385
GWK60_L07139	1999	1758	822	1009	1360	860	1185	538	1117	884	673	621	558	380	1016	956	585	904	1087	882
GWK60_L07161	722	684	723	712	836	876	1474	538	899	805	562	495	602	356	774	766	446	670	506	466
GWK60_L07183	502	500	354	412	458	446	1080	303	746	922	702	524	747	496	648	735	253	448	268	215
GWK60_L07205	1437	1284	2858	2041	1465	3176	5045	1405	2309	1300	1520	871	1565	766	1512	898	645	1201	1547	904
GWK60_L07227	384	392	757	758	1115	1025	1640	613	1206	941	817	565	825	522	658	805	275	478	248	155
GWK60_L07249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GWK60_L07271	245	207	90	114	88	121	257	86	133	141	102	79	94	66	154	139	101	190	119	107
GWK60_L07293	92	90	76	72	98	84	143	54	105	73	66	38	58	29	57	63	48	68	60	51
GWK60_L07315	499	454	464	589	695	664	1479	538	1302	1499	1210	906	1579	775	1660	1405	480	673	244	211
GWK60_L07337	210	173	374	391	701	460	751	314	591	416	319	270	311	171	235	287	91	132	125	95
GWK60_L07359	0	1	1	4	1	0	1	0	3	0	0	1	0	1	1	0	0	0	0	0
GWK60_L07381	1284	1118	1819	1722	2802	2148	3101	1259	2340	2003	1552	1059	1548	1069	1369	1931	681	1154	898	672
GWK60_L07403	912	818	461	330	367	379	604	210	262	170	142	94	75	46	58	61	106	121	427	314
GWK60_L07425	1552	1363	1215	1017	1378	1324	2306	884	1385	977	891	616	837	574	770	909	395	639	590	500
GWK60_L07447	1416	1524	1612	1622	2747	2009	3881	1383	2599	2418	1773	1468	1991	1300	1981	2146	805	1223	803	590
GWK60_L07469	178	143	277	260	387	323	534	218	245	127	108	72	76	59	54	70	25	42	39	33
GWK60_L07491	416	492	2093	2015	4011	2967	4017	1899	3125	2471	1933	1393	1778	1201	1236	1606	398	731	198	191
GWK60_L07513	18993	19372	68834	73752	78338	85153	129286	47766	72778	58350	42726	29526	42939	25990	31075	33790	15276	27031	19770	15645
GWK60_L07535	296	257	622	561	1235	816	792	447	477	181	163	134	73	56	32	44	16	34	164	105
GWK60_L07557	1723	1432	265	180	132	165	254	104	104	22	20	16	10	6	17	23	129	105	860	729
GWK60_L07579	2022	2046	3328	3838	6586	4796	8254	3412	7047	6104	4601	3745	4625	2889	3431	3618	1263	2042	1118	780
GWK60_L07601	449	391	999	970	1346	1195	2165	712	1229	884	699	475	639	388	519	526	177	260	198	147
GWK60_L07623	10	10	0	0	0	0	1	0	0	0	0	0	1	1	2	0	1	3	19	7
GWK60_L07645	0	0	0	0	0	2	3	0	0	1	0	2	1	0	0	1	1	0	0	0
GWK60_L07667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L07689	3250	2286	1122	1034	1785	1520	2189	939	1699	1262	1068	867	1152	773	1489	1590	645	1107	956	863
GWK60_L07711	16712	12921	6406	7968	18152	8006	7305	4377	9000	9927	7296	5016	6857	4813	8467	10799	4578	8033	4739	3822
GWK60_L07733	428	414	442	405	585	447	667	282	588	482	380	326	475	347	563	682	244	312	147	113
GWK60_L07755	466	357	310	246	300	269	425	164	217	135	100	88	80	51	70	77	60	102	230	172
GWK60_L07777	1108	963	1510	1499	2049	1759	2519	1034	2034	1424	1268	846	1239	770	1064	1198	536	880	729	494
GWK60_L07799	415	421	790	715	886	803	1426	520	863	559	417	309	383	220	405	435	207	359	301	229
GWK60_L07821	489	424	231	260	317	300	503	203	395	527	390	328	440	274	430	504	207	338	206	147
GWK60_L07843	1303	1316	322	518	775	437	564	311	649	588	494	416	313	259	584	678	555	831	819	707
GWK60_L07865	905	838	617	830	976	685	968	408	706	542	438	395	293	221	392	475	386	521	625	486
GWK60_L07887	387	398	269	312	457	291	416	191	410	349	289	242	240	197	391	435	258	450	306	238
GWK60_L07909	2033	1934	693	691	997	749	1272	480	1053	994	728	646	908	635	1447	1759	917	1477	1280	1014
GWK60_L07931	1261	1217	684	626	942	775	1420	515	1120	1080	777	662	902	552	1119	1212	620	947	751	612
GWK60_L07953	230	238	260	261	285	278	568	179	386	268	203	152	217	150	227	210	133	150	117	110
GWK60_L07975	1823	1871	1589	1826	2873	2245	3695	1414	2953	2732	2125	1628	2274	1408	2279	2668	1156	2089	1004	856
GWK60_L07997	4032	3787	1488	1646	2099	1739	2913	1253	2415	2302	1835	1546	1899	1385	2660	3096	1680	2709	2831	2164
GWK60_L08019	3	2	1	3	1	0	11	1	3	3	5	4	6	3	8	13	6	8	3	1
GWK60_L08041	1867	1742	1455	1482	1923	1591	2891	981	2106	2252	1742	1322	1901	1333	2011	2267	1034	1583	1204	917
GWK60_L08063	1060	882	528	521	643	573	1252	466	766	706	585	421	593	334	776	694	415	613	596	484
GWK60_L08085	367	393	960	1043	1737	1216	2193	786	1648	1468	1081	878	1157	742	1024	1039	335	558	242	147
GWK60_L08107	411	422	329	311	473	373	696	250	537	423	388	268	393	284	411	542	210	323	275	192
GWK60_L08129	280	244	412	352	502	367	792	305	573	410	313	220	331	202	318	354	130	214	142	107
GWK60_L08151	781	641	492	396	514	444	772	286	485	361	269	241	290	198	293	258	160	298	440	361
GWK60_L08173	405	400	394	358	438	393	747	231	389	375	354	224	362	190	340	346	170	273	179	158
GWK60_L08195	18	14	8	8	3	9	18	9	10	10	13	2	20	4	13	20	12	11	31	15
GWK60_L08217	144	139	108	117	173	122	175	76	160	123	126	83	86	54	84	91	42	67	65	58
GWK60_L08239	1628	1753	2585	3806	8438	4780	7224	2891	7057	7455	5997	4409	6585	4435	4800	5273	1110	2080	724	528
GWK60_L08261	3962	3881	1345	1038	1383	1192	1492	639	1036	935	711	514	662	498	753	1076	839	1427	3154	2483
GWK60_L08283	114	167	190	225	192	231	501	150	266	239	187	134	266	116	284	263	202	351	333	182
GWK60_L08305	5659	5036	2510	1980	3136	2494	3395	1519	3084	3327	2512	1924	2639	1850	2889	3876	1888	3286	3413	2675
GWK60_L08327	22692	19846	1453	734	579	1012	1280	611	621	483	365	307	409	362	2574	2750	4805	6514	15005	11936
GWK60_L08349	207	332	2254	1947	1925	1998	4000	1391	2363	2097	1679	1256	1661	825	1261	1186	344	468	148	83
GWK60_L08371	559	528	451	358	496	498	918	325	570	494	369	301	397	227	329	411	250	409	499	424
GWK60_L08393	981	859	1147	1313	2661	1657	2389	996	2218	1891	1620	1159	1703	1142	1738	2094	426	759	267	202
GWK60_L08415	2027	1964	4256	5098	9684	6012	7721	3711	6949	6202	4740	3286	4267	2809	3381	4368	1002	2099	859	623
GWK60_L08437	212	195	298	273	358	372	582	201	310	296	220	151	221	115	169	168	83	128	79	54
GWK60_L08459	5802	4550	962	761	745	841	1203	524	763	538	420	363	362	225	504	616	883	1116	2926	2375
GWK60_L08481	1763	1674	596	688	853	782	1566	537	1311	2143	1696	1319	1988	1187	1537	1865	796	1268	873	788
GWK60_L08503	119	113	202	180	215	229	377	138	238	188	180	113	133	92	98	108	52	78	75	59
GWK60_L08525	476	490	1278	988	1230	1342	2394	777	1281	835	656	477	622	359	410	403	224	289	340	241
GWK60_L08547	340	261	441	313	372	366	1020	331	875	744	660	492	760	374	308	294	149	212	164	138
GWK60_L08569	423	448	2807	2434	3508	2724	3493	1254	1743	1050	843	582	719	475	447	693	275	490	355	243
GWK60_L08591	1568	1410	2400	2064	2227	2314	4349	1512	2838	2129	1739	1274	1914	1141	1728	1815	1016	1543	318	326
GWK60_L08613	410	480	1606	1745	3433	2215	3191	1460	2753	2531	1831	1261	1698	1241	1355	1798	411	702	270	201
GWK60_L08635	13	12	49	37	110	58	97	36	107	55	46	50	65	41	31	27	8	12	2	2
GWK60_L08657	894	874	620	682	825	791	1317	500	974	968	733	586	780	526	811	978	407	660	480	363
GWK60_L08679	3070	2604	1442	1573	2004	1356	1505	655	1104	1082	840	658	772	581	1214	1516	859	1280	1388	1135
GWK60_L08701	26	39	54	39	118	43	105	36	90	101	72	54	134	75	62	69	13	19	16	3
GWK60_L08723	2358	2181	1602	1732	3058	2089	3040	1279	2733	3241	2574	1925	2584	1621	1945	2497	877	1789	833	717
GWK60_L08745	465	466	735	789	752	881	1576	564	877	580	480	358	377	252	292	315	200	280	242	203
GWK60_L08767	592	526	1057	862	1393	1131	1625	620	1131	740	683	455	636	383	541	605	268	419	406	294
GWK60_L08789	19126	16195	11605	8148	15788	9955	12735	5832	16300	13643	10645	7518	12233	8213	10781	12917	5986	10503	11013	8566
GWK60_L08811	1398	1337	1638	1480	1757	1923	3196	1133	2285	1503	1177	911	1102	683	985	1256	738	1212	888	694
GWK60_L08833	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L08855	87	87	150	146	221	164	321	105	204	184	115	93	120	78	131	97	47	84	51	39
GWK60_L08877	265	247	433	440	548	532	1003	331	625	533	444	322	474	282	441	410	139	203	113	93
GWK60_L08899	1	1	5	9	4	3	28	3	2	13	9	1	11	2	13	7	3	3	2	2
GWK60_L08921	3939	2943	646	457	262	500	679	269	250	111	87	61	53	29	54	78	247	333	1773	1489
GWK60_L08943	558	548	904	857	1752	1068	1960	795	1626	1667	1290	1059	1381	897	1338	1327	416	757	253	186
GWK60_L08965	6382	6602	8955	9199	18060	10717	18153	7610	14525	14357	10228	7528	11151	7265	8802	10255	3302	6171	3410	2685
GWK60_L08987	965	1038	2198	2414	4664	2937	4262	1558	2956	2347	1776	1282	2111	1288	1963	1806	534	896	363	281
