Geneid	S38.fastq.gz	S37.fastq.gz	S35.fastq.gz	S32.fastq.gz	S31.fastq.gz	S29.fastq.gz	S26.fastq.gz	S25.fastq.gz	S23.fastq.gz	S20prime.fastq.gz	S20.fastq.gz	S19.fastq.gz	S16.fastq.gz	S15.fastq.gz	S12.fastq.gz	S11.fastq.gz	S8.fastq.gz	S7.fastq.gz	S4.fastq.gz	S3.fastq.gz
GWK60_L09009	525	560	551	445	556	488	821	252	414	296	242	187	222	184	265	313	248	318	593	477
GWK60_L09031	4312	3936	7668	6888	9157	7427	13872	4937	9456	7528	5825	3925	5390	3092	2874	2800	936	1391	1358	942
GWK60_L09053	1175	1183	1612	1483	2980	1945	3103	1303	2524	2234	1750	1292	1824	1166	1673	2015	568	879	683	499
GWK60_L09075	3692	3331	8649	7770	8855	8335	13713	4931	9252	7120	5402	3821	5477	3039	2951	2968	906	1329	1282	954
GWK60_L09097	2396	1938	2136	1768	2159	2133	3229	1273	1949	1481	1236	804	865	577	953	1042	552	926	952	770
GWK60_L09119	912	794	1477	1637	2376	1855	3183	1131	2290	1767	1413	1047	1249	764	1098	1237	419	798	527	387
GWK60_L09141	344	195	123	125	310	162	205	105	278	216	184	142	146	138	208	271	35	47	14	8
GWK60_L09163	6	5	7	11	9	8	6	4	2	5	4	1	1	2	7	7	1	1	4	1
GWK60_L09185	4	4	12	16	12	15	55	16	27	11	10	3	14	7	20	21	7	14	7	5
GWK60_L09207	1295	1369	1548	1722	2569	2190	3408	1400	2543	2153	1802	1310	1865	1206	1702	1966	727	1256	574	422
GWK60_L09229	194	182	1591	1630	2568	1803	3013	977	1971	1539	1309	974	1309	775	1079	1121	317	485	120	107
GWK60_L09251	1	2	0	0	5	4	0	2	3	0	5	2	1	1	2	2	0	1	0	0
GWK60_L09273	1883	1756	2381	1977	2237	2558	4135	1547	2737	2174	1626	1225	1956	1094	1732	1859	905	1376	948	784
GWK60_L09295	761	699	750	695	871	696	1281	533	795	607	530	391	480	292	363	439	243	359	424	330
GWK60_L09317	192	134	102	102	135	111	119	71	114	88	73	44	58	34	51	55	40	69	97	73
GWK60_L09339	290	269	283	216	306	247	491	189	333	235	189	136	159	113	153	178	118	149	185	135
GWK60_L09361	3762	3143	2097	1704	2226	2187	3686	1322	2759	2308	1896	1481	2126	1419	2121	2760	1316	2094	2202	1744
GWK60_L09383	1300	1266	683	531	801	655	1232	483	827	744	642	507	666	419	714	814	441	752	843	628
GWK60_L09405	4	2	5	7	2	2	1	0	1	1	0	0	1	1	1	1	1	0	1	0
GWK60_L09427	199	179	358	200	202	243	469	139	255	406	341	167	295	212	203	279	77	166	15	49
GWK60_L09449	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L09471	425	457	948	759	1567	1063	1569	611	1160	1048	876	581	852	596	868	993	372	548	193	126
GWK60_L09493	233	354	1711	1679	2990	2286	3765	1404	2345	2171	1842	1333	1803	1144	968	980	193	318	126	60
GWK60_L09515	547	481	261	240	289	277	557	216	430	608	512	389	645	344	495	472	222	359	235	208
GWK60_L09537	2265	1767	2416	1826	2367	2346	3428	1237	1748	1228	1018	641	757	559	510	671	351	554	540	446
GWK60_L09559	616	611	592	547	711	598	1066	448	768	529	472	337	415	336	395	494	261	360	386	285
GWK60_L09581	1025	916	1150	1083	1568	1414	2327	841	1503	1146	969	787	1044	663	990	1106	486	784	601	428
GWK60_L09603	173	170	280	297	405	321	635	180	286	199	158	121	174	109	181	140	105	146	105	97
GWK60_L09625	319	336	297	316	390	278	391	163	291	164	146	133	132	82	146	175	99	178	186	173
GWK60_L09647	267	230	516	454	637	413	713	277	337	238	165	119	149	109	161	134	76	109	131	94
GWK60_L09669	1413	1130	251	250	209	222	424	158	188	125	106	87	82	45	112	117	162	207	711	621
GWK60_L09691	979	912	449	437	534	461	868	313	598	482	334	270	418	248	521	617	371	536	524	486
GWK60_L09713	1751	1792	1967	2402	3884	2810	4806	1885	3944	3754	2982	2069	2812	1952	2458	2904	1068	1756	1069	839
GWK60_L09735	1688	1265	560	425	399	421	635	241	281	144	111	73	75	45	78	81	149	181	800	628
GWK60_L09757	2122	2069	2005	2320	2600	2872	5767	2071	3636	3483	2630	2009	2843	1653	2886	3119	1401	2222	1329	1080
GWK60_L09779	6377	5385	4509	4758	6388	5515	10195	3362	6132	5872	4495	3263	4412	2827	4700	5266	2896	4873	793	583
GWK60_L09801	2770	1931	11881	11257	19490	13452	9538	5804	7807	5076	3870	2984	2279	1596	1129	1409	334	830	115	119
GWK60_L09823	361	443	292	455	695	416	347	220	379	452	341	178	212	177	332	363	203	379	367	256
GWK60_L09845	1410	1414	1984	2061	3236	2250	4590	1462	3103	2970	2341	1802	2519	1563	2344	2497	933	1411	773	636
GWK60_L09867	441	468	451	456	455	458	891	295	479	359	284	205	278	166	250	259	165	284	271	169
GWK60_L09889	127	109	262	169	244	163	367	147	343	227	183	130	165	100	100	139	36	74	58	56
GWK60_L09911	465	401	460	350	549	468	913	355	576	462	333	272	352	242	328	381	181	345	224	221
GWK60_L09933	618	559	510	648	833	766	1360	544	1175	1741	1270	912	1568	911	999	1208	476	719	319	274
GWK60_L09955	59	75	835	1129	1802	1187	1759	652	1257	965	754	503	738	430	541	504	198	353	41	29
GWK60_L09977	3837	3747	4276	4799	5562	5237	9058	3490	6134	6987	5653	3951	5585	3435	4297	4323	1183	1967	910	841
GWK60_L09999	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1
GWK60_L10021	1584	1315	384	284	285	278	465	181	221	79	69	43	43	29	43	51	178	149	750	611
GWK60_L10043	12842	11181	8339	7739	10539	8805	11982	5620	8737	6346	4748	3948	3919	2754	3728	4792	3088	4915	8505	7233
GWK60_L10065	1641	1589	1436	1450	2199	1781	3286	1197	2443	2383	1906	1427	2083	1329	2164	2268	855	1280	886	688
GWK60_L10087	599	609	840	776	1195	982	1960	709	1184	985	844	666	822	565	867	982	374	629	282	239
GWK60_L10109	2195	2156	3132	2719	2387	3093	7099	2210	3499	2262	1817	1346	1852	1083	1554	1686	928	1360	1596	1187
GWK60_L10131	593	557	288	287	304	301	549	208	341	258	230	161	213	148	210	259	153	226	298	202
GWK60_L10153	516	424	517	465	602	547	1033	401	665	453	358	278	379	200	306	352	142	237	172	160
GWK60_L10175	564	532	1465	1290	1403	1598	3065	997	1674	1069	831	554	715	387	416	501	183	257	143	131
GWK60_L10197	285	325	300	243	349	276	521	204	361	307	243	203	245	157	273	281	120	174	142	133
GWK60_L10219	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L10241	3270	2731	467	291	192	362	495	212	184	61	59	36	23	35	43	50	234	234	1872	1525
GWK60_L10263	2145	1866	573	467	484	455	785	276	586	350	309	262	322	217	376	458	479	639	1343	1124
GWK60_L10285	1	2	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	2	2	4
GWK60_L10307	526	527	457	441	485	523	976	333	517	455	369	295	350	219	366	399	206	303	323	210
GWK60_L10329	1409	1222	945	895	1060	944	1608	596	1131	910	773	524	701	418	643	836	430	681	817	649
GWK60_L10351	29945	25638	2265	1327	883	1450	2479	953	1006	694	525	467	675	484	2815	3184	6309	8493	18922	16042
GWK60_L10373	5	2	0	0	0	0	0	0	1	1	1	0	1	0	0	0	2	1	0	1
GWK60_L10395	340	416	498	586	1106	746	1207	466	895	887	707	533	699	406	577	617	190	303	216	141
GWK60_L10417	1597	1357	903	898	1208	1087	1614	649	1110	1055	875	638	915	518	945	1122	612	961	869	677
GWK60_L10439	2303	1903	1247	995	1207	1202	2154	744	1441	1189	996	720	1050	716	1117	1371	762	1147	1413	1123
GWK60_L10461	373	359	276	221	304	233	390	164	344	273	194	133	202	134	262	253	136	247	223	153
GWK60_L10483	665	726	854	991	1375	1162	2085	763	1613	1786	1380	1174	1645	1010	1127	1200	324	513	337	258
GWK60_L10505	1065	972	587	622	1256	743	910	441	979	1121	887	863	1011	688	1104	1361	757	1393	718	611
GWK60_L10527	132	175	711	507	654	543	888	293	552	332	216	214	151	117	100	85	27	29	26	11
GWK60_L10549	1999	1937	7009	7277	12051	9097	15595	5247	6384	5858	4673	2736	3089	2133	2608	3055	1092	1533	336	297
GWK60_L10571	1524	1583	1947	1874	2671	2373	4345	1432	2197	2256	1877	1203	1688	1004	1672	1892	883	1150	901	671
GWK60_L10593	506	482	521	483	493	552	1176	359	602	522	413	278	398	239	423	446	244	412	291	217
GWK60_L10615	746	893	5497	6906	15796	9704	13426	5915	13022	11766	9424	6897	8499	5690	5623	6103	1108	1792	211	167
GWK60_L10637	938	1007	1062	1053	1414	1283	1853	755	1353	1019	789	505	640	442	519	775	322	679	500	385
GWK60_L10659	1053	970	1342	1386	1801	1615	2669	1015	2082	2169	1598	1273	1711	1056	1331	1603	521	830	440	348
GWK60_L10681	4553	3752	727	631	644	674	1190	487	750	547	452	366	371	261	595	808	961	1342	2916	2329
GWK60_L10703	6018	5998	1024	728	849	826	1387	425	691	552	437	342	440	371	1210	1260	1596	2324	5197	3933
GWK60_L10725	642	592	419	357	405	438	853	276	494	368	301	232	270	165	346	366	234	367	391	312
GWK60_L10747	1485	1249	1806	1668	2244	1865	3675	1334	2598	2125	1607	1300	1825	1169	1728	1879	756	1141	753	633
GWK60_L10769	1209	1097	571	580	719	547	1026	374	719	671	487	401	512	331	738	826	505	780	712	568
GWK60_L10791	710	623	841	892	1457	934	1739	625	1137	1064	833	691	980	575	1076	1147	429	727	369	284
GWK60_L10813	437	455	1049	1064	1915	1287	1818	811	1462	1315	1069	776	1127	723	972	1324	374	699	319	297
GWK60_L10835	734	872	5192	5263	10723	7046	11401	4456	7597	5785	4563	3520	3836	2458	2198	2620	545	873	55	46
GWK60_L10857	1833	1724	660	558	507	627	1300	468	721	584	484	389	467	329	616	679	552	825	1295	929
GWK60_L10879	442	397	281	239	312	239	429	146	287	224	192	110	176	122	179	201	132	230	231	180
GWK60_L10901	1282	1127	436	456	565	580	899	319	818	1269	987	867	1358	804	1261	1433	556	958	557	472
GWK60_L10923	1485	1447	1551	1830	3221	2265	3926	1417	2679	2555	1812	1436	2098	1382	2192	2377	961	1698	706	584
GWK60_L10945	480	453	262	244	304	336	468	189	359	245	207	158	225	146	214	297	148	292	264	216
GWK60_L10967	660	711	1112	1564	2801	1773	3024	1194	2816	3482	2647	1922	3022	1874	2326	2878	638	1265	241	188
GWK60_L10989	2358	2089	1685	1394	1762	1669	2745	987	1990	1452	1211	934	1278	766	1242	1448	792	1302	1567	1205
GWK60_L11011	908	847	453	484	564	557	1046	338	810	1143	912	747	1181	626	1070	1148	458	746	435	433
GWK60_L11033	161	125	99	104	112	131	279	104	154	155	145	105	107	84	119	119	49	79	63	54
GWK60_L11055	332	301	329	310	321	406	695	256	528	371	324	241	317	209	269	327	135	224	196	145
GWK60_L11077	483	504	602	666	937	809	1361	495	972	769	660	448	677	474	584	691	246	404	312	219
GWK60_L11099	454	425	259	255	333	257	442	168	455	320	277	243	293	170	304	347	207	295	265	237
GWK60_L11121	571	474	303	264	305	276	335	157	250	136	116	72	94	66	67	82	90	126	334	233
GWK60_L11143	1339	990	606	618	759	707	1199	434	605	411	343	256	273	190	279	267	283	391	655	564
GWK60_L11165	405	398	171	172	195	198	561	178	325	485	303	260	510	258	459	470	213	309	186	168
GWK60_L11187	1523	1393	818	837	852	895	1718	551	1237	1699	1389	1161	1612	1029	1340	1654	696	1226	721	625
GWK60_L11209	1002	953	492	372	309	336	505	191	208	109	62	68	45	35	42	38	129	128	618	481
GWK60_L11231	1834	1772	1817	1795	2493	2216	3872	1391	2647	2068	1672	1279	1869	1260	1630	2060	812	1180	1167	936
GWK60_L11253	435	438	1709	1816	3231	2082	2510	1181	2164	1653	1290	849	1078	756	711	936	128	313	73	61
GWK60_L11275	1012	942	1345	1189	1672	1497	2588	996	1833	1372	1089	881	1150	709	969	1148	522	821	604	421
GWK60_L11297	292	353	2028	2092	3836	2594	4332	1541	2906	2481	1805	1411	1882	1287	1424	1478	348	470	178	130
GWK60_L11319	444	549	1493	1138	2121	1729	2384	932	1230	1247	1081	532	879	560	600	816	265	339	175	148
GWK60_L11341	3	2	2	3	3	1	5	2	5	4	1	2	5	2	1	1	4	5	4	3
GWK60_L11363	1672	1529	373	293	334	300	496	192	219	102	82	82	63	49	78	82	204	226	980	788
GWK60_L11385	6970	3402	435	397	359	479	881	319	423	223	143	112	70	46	59	49	169	167	2743	1999
GWK60_L11407	1836	1616	1703	1328	1383	1286	2260	911	1355	1085	847	666	839	448	550	518	437	638	1247	704
GWK60_L11429	2435	1989	365	262	328	262	503	169	241	107	83	71	46	48	56	79	172	187	1326	1029
GWK60_L11451	1042	968	653	519	727	636	989	405	755	534	493	318	461	314	485	560	302	489	627	515
GWK60_L11473	288	274	331	327	445	373	637	270	425	336	298	200	295	181	213	218	82	172	166	121
GWK60_L11495	1166	991	705	719	803	756	1507	545	1115	1185	898	611	1055	582	871	823	498	667	885	578
GWK60_L11517	696	637	529	506	582	629	1291	431	786	620	476	398	579	397	474	605	319	485	409	312
GWK60_L11539	65	62	115	117	152	165	264	119	213	121	105	79	108	68	78	85	31	48	46	25
GWK60_L11561	376	374	726	735	1042	993	1876	629	1325	988	908	655	876	567	603	681	186	308	170	129
GWK60_L11583	406	379	120	172	180	179	273	113	237	410	314	238	411	267	365	467	219	305	186	139
GWK60_L11605	2890	2705	4268	4377	5349	5735	10033	3649	6999	5289	4393	3105	3698	2434	2814	3309	1245	1956	1045	849
GWK60_L11627	375	373	268	302	448	377	418	207	385	374	327	182	279	201	261	390	154	314	207	174
GWK60_L11649	1759	1507	623	469	443	559	1119	440	659	471	421	292	410	252	380	514	426	619	966	891
GWK60_L11671	1269	1157	746	944	1142	937	1857	704	1245	1273	977	755	1064	608	1092	1259	569	1018	636	464
GWK60_L11693	718	739	324	330	364	295	671	265	544	760	628	506	824	481	752	743	381	614	449	378
GWK60_L11715	781	735	823	751	1002	848	1724	576	1035	894	723	541	745	479	669	811	374	528	400	340
GWK60_L11737	572	551	1002	867	1399	1102	1642	678	1113	899	722	564	738	470	612	735	260	394	331	238
GWK60_L11759	508	441	535	503	625	545	1069	382	690	478	375	322	392	231	321	389	196	340	335	233
GWK60_L11781	361	299	414	384	503	397	733	274	554	337	289	217	238	164	199	243	130	191	223	164
GWK60_L11803	741	657	400	444	623	529	994	356	737	685	560	414	640	380	623	682	288	483	371	251
GWK60_L11825	491	442	635	622	909	661	948	381	661	452	380	320	287	215	297	382	184	284	298	223
GWK60_L11847	180	176	492	411	764	589	710	313	429	248	216	193	205	143	143	199	59	101	55	53
GWK60_L11869	290	281	775	782	1200	866	1567	528	1031	813	613	455	578	385	435	560	157	271	128	94
GWK60_L11891	298	298	159	231	293	214	293	142	288	268	228	192	192	125	226	255	169	276	208	158
GWK60_L11913	2264	2383	2239	2305	2471	2574	4124	1773	3152	3080	2214	1459	2058	1302	1428	1981	900	1756	1666	1242
GWK60_L11935	3845	3732	1364	804	1262	1056	1346	751	1303	1417	1034	512	1123	776	800	1291	771	1914	2986	2201
GWK60_L11957	3382	1402	136	139	241	144	196	77	157	130	112	80	112	87	203	247	137	247	197	234
GWK60_L11979	1200	1038	185	199	186	185	341	111	147	105	83	63	80	47	135	220	275	399	673	519
GWK60_L12001	278	243	264	198	261	194	324	146	314	230	194	158	223	133	252	306	127	220	153	109
GWK60_L12023	453	428	551	507	557	596	1092	426	810	594	454	337	411	263	354	370	200	294	307	213
GWK60_L12045	743	655	956	963	1429	1108	2165	708	1410	1314	981	803	1085	679	1088	1235	405	640	292	242
GWK60_L12067	668	288	39	34	92	58	82	44	99	68	73	67	61	46	91	118	45	100	67	74
GWK60_L12089	438	431	1704	1680	2506	2234	4098	1394	2751	2172	1784	1225	1894	1054	1168	1271	355	535	243	150
GWK60_L12111	632	575	263	219	352	282	591	210	429	412	295	272	366	236	468	526	250	435	352	279
GWK60_L12133	1298	1198	1368	1385	1773	1535	2647	923	1948	1429	1260	921	1325	820	1234	1518	662	1033	908	704
GWK60_L12155	465	507	399	400	399	412	772	264	480	420	336	269	334	200	376	396	217	329	303	218
GWK60_L12177	1175	917	272	232	211	291	511	196	270	108	79	73	57	45	33	65	74	98	534	403
GWK60_L12199	1100	962	212	153	181	206	286	117	139	63	49	58	37	26	56	70	163	161	684	485
GWK60_L12221	1344	1270	442	415	382	424	864	330	414	302	236	194	197	122	263	256	300	385	789	666
GWK60_L12243	312	279	259	227	231	252	465	160	220	103	86	66	72	48	41	55	71	95	155	137
GWK60_L12265	515	447	747	637	892	737	1264	436	897	708	581	459	625	407	564	648	245	430	237	192
GWK60_L12287	602	670	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GWK60_L12309	5196	3642	1886	1344	1385	1342	1772	737	915	545	458	339	382	235	423	479	487	791	1462	1306
GWK60_L12331	839	729	180	158	113	150	283	110	131	107	105	87	62	50	90	99	150	171	409	335
GWK60_L12353	3604	2895	644	468	308	468	745	271	301	116	88	96	53	43	56	68	284	286	1911	1607
GWK60_L12375	2323	1818	744	470	522	594	802	302	348	230	169	139	166	88	144	151	269	296	1252	955
GWK60_L12397	355	372	2159	2085	3299	2765	4582	1682	2995	1975	1631	1184	1604	962	1029	1129	239	396	113	77
GWK60_L12419	2098	1762	1339	1110	1416	1300	2258	916	1712	1318	1071	928	1164	781	1322	1368	687	1052	1227	908
GWK60_L12441	1274	1132	538	409	429	413	607	235	348	230	182	132	179	120	225	222	262	384	875	672
GWK60_L12463	1106	1033	1450	1407	1863	1769	2971	1066	2014	1816	1475	1132	1526	917	1155	1341	448	706	564	444
GWK60_L12485	8	4	93	101	205	135	205	103	173	118	108	88	84	47	22	19	5	3	1	1
GWK60_L12507	102	90	92	78	95	83	156	65	91	61	60	31	36	30	42	58	26	45	57	34
GWK60_L12529	589	589	1592	1745	3158	2266	4205	1622	2944	2735	2156	1697	2337	1424	1451	1559	330	549	184	140
GWK60_L12551	1141	978	738	581	726	653	1306	472	780	582	506	329	426	270	496	520	363	524	579	502
GWK60_L12573	1126	1047	660	696	909	821	1372	491	895	698	617	436	537	377	570	622	394	585	710	528
GWK60_L12595	490	437	406	411	519	481	936	321	664	605	555	367	515	325	486	588	255	394	304	212
GWK60_L12617	828	749	904	848	1336	1080	1984	766	1466	1090	892	650	882	532	797	828	303	503	427	331
GWK60_L12639	1287	976	593	577	674	649	1098	397	579	361	292	214	250	166	225	251	278	413	844	690
GWK60_L12661	578	582	621	560	646	621	1407	490	841	800	671	479	640	378	512	615	304	363	371	272
GWK60_L12683	217	212	373	375	532	425	853	324	554	535	358	296	387	283	401	486	156	292	80	90
GWK60_L12705	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GWK60_L12727	265	279	773	815	1277	968	1461	567	1118	886	647	490	733	481	616	670	215	384	172	120
GWK60_L12749	539	553	263	280	362	345	700	202	461	674	506	429	708	406	692	650	304	484	295	265
GWK60_L12771	2714	1924	836	691	655	691	1059	479	518	233	202	149	119	109	117	110	264	265	1490	1189
GWK60_L12793	682	609	601	612	866	723	1266	431	837	692	505	362	512	347	461	537	293	426	372	274
GWK60_L12815	2152	2150	1898	1956	3212	2293	4252	1468	2907	2729	2043	1643	2336	1441	2633	2690	1164	1819	1216	901
GWK60_L12837	901	798	581	557	685	629	1205	448	753	623	509	408	482	359	551	638	408	573	529	467
GWK60_L12859	606	597	388	419	404	430	847	298	536	388	388	248	362	220	381	396	344	455	320	270
GWK60_L12881	348	317	225	213	300	245	366	172	363	324	226	151	214	149	238	280	121	182	200	159
GWK60_L12903	325	355	1381	1324	2444	1767	2905	1181	2235	1417	1232	889	1182	720	732	802	242	317	303	175
GWK60_L12925	520	481	359	313	436	401	768	296	611	587	507	373	534	328	491	516	204	290	196	167
GWK60_L12947	10675	10088	16212	16979	39050	22259	35442	14903	29566	24228	18657	14962	19825	13007	17105	19802	5175	8145	4138	3343
GWK60_L12969	178	157	188	172	248	193	369	134	284	286	246	188	280	169	303	344	95	187	64	67
GWK60_L12991	941	866	451	352	289	369	595	227	278	155	100	66	80	57	69	84	99	109	565	414
GWK60_L13013	850	686	306	261	223	285	437	185	296	201	182	118	128	92	178	207	177	268	601	448
GWK60_L13035	269	270	214	201	309	216	379	134	310	230	171	149	172	107	172	189	106	135	134	82
GWK60_L13057	848	777	497	631	881	683	1075	464	868	774	548	460	522	351	705	757	410	680	566	436
GWK60_L13079	206	204	552	504	985	702	1123	407	750	570	427	329	428	251	315	330	124	192	86	65
GWK60_L13101	344	350	867	739	1050	1021	1491	560	940	733	522	413	525	342	337	460	146	254	197	142
GWK60_L13123	758	697	672	585	687	630	1094	401	778	605	466	360	524	320	486	550	293	436	479	335
GWK60_L13145	1873	1890	1435	1460	2242	1569	2991	1178	2227	2283	1731	1402	1886	1251	2162	2523	1186	2110	979	750
GWK60_L13167	450	470	398	367	437	363	820	288	495	416	314	271	352	193	387	460	224	321	285	209
GWK60_L13189	537	507	509	501	669	609	1015	402	784	701	469	403	539	314	565	598	245	393	267	214
GWK60_L13211	454	363	734	687	1047	935	1662	575	1099	813	717	525	680	466	481	606	193	304	157	137
GWK60_L13233	1808	1697	1879	1971	2693	2132	3672	1411	2599	2255	1804	1489	1886	1093	1678	1865	766	1218	836	666
GWK60_L13255	97	114	100	104	284	162	288	128	274	203	193	132	256	156	201	250	63	110	43	31
GWK60_L13277	82	97	748	590	996	773	1276	512	840	454	425	264	343	215	169	187	26	60	28	18
GWK60_L13299	3	3	106	104	43	169	259	89	199	75	61	61	56	28	15	19	5	7	0	1
GWK60_L13321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L13343	967	929	1618	1320	1371	1817	3086	1197	2335	1617	1292	912	1389	896	922	1058	468	779	681	526
GWK60_L13365	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0
GWK60_L13387	1494	1395	540	479	744	686	906	454	806	558	463	386	449	356	423	493	164	255	211	164
GWK60_L13409	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L13431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L13453	197	207	169	188	200	186	289	122	189	115	103	82	75	67	102	126	60	135	146	105
GWK60_L13475	516	556	212	325	434	268	320	183	355	261	264	193	201	139	271	371	249	386	372	262
GWK60_L13497	58	67	194	187	201	213	462	156	265	212	134	118	132	89	127	96	63	77	78	47
GWK60_L13519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_L13541	19	18	16	30	56	33	48	25	36	40	30	20	38	20	27	41	9	9	12	8
GWK60_L13563	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
GWK60_L13585	715	821	173	348	510	323	284	202	409	342	232	236	108	114	342	306	345	499	703	554
GWK60_L13607	372	398	368	308	439	355	482	209	440	323	237	206	241	147	295	317	173	285	272	178
GWK60_L13629	1006	901	401	375	574	440	866	322	519	454	345	259	340	214	339	429	232	415	508	362
GWK60_L13651	3202	2569	841	816	1037	935	1423	576	850	699	562	375	475	330	587	747	619	1243	1791	1412
GWK60_L13673	1298	1013	340	268	220	352	431	185	240	120	105	77	58	54	66	74	172	141	726	573
GWK60_L13695	506	555	2134	1723	1987	2303	4617	1576	3193	2558	2063	1562	2082	1153	1324	1386	567	851	388	276
GWK60_L13717	3848	3560	5428	5581	7416	6606	9934	3518	6949	6787	5445	3566	5628	3221	4221	3860	1184	1900	1478	1119
GWK60_L13739	517	509	697	697	852	833	1591	518	1074	873	686	507	683	354	610	610	252	398	304	235
GWK60_L13761	910	857	399	348	475	419	732	295	494	413	336	273	301	228	428	455	277	441	503	373
GWK60_L13783	404	360	254	249	247	242	431	151	201	131	93	65	75	51	72	76	67	87	164	150
GWK60_L13805	1223	1271	2083	2049	3385	2767	3624	1585	2610	1830	1342	926	1167	798	818	1019	409	735	671	502
GWK60_L13827	297	269	346	401	606	426	822	296	541	450	381	267	358	251	409	479	147	258	168	115
GWK60_L13849	614	595	527	370	297	421	950	262	444	353	274	212	275	140	303	308	251	328	412	300
GWK60_L13871	2601	2623	1586	1634	1804	1852	3450	1238	2036	1569	1296	949	1231	766	1433	1525	887	1332	1820	1249
GWK60_L13893	639	689	590	656	839	696	1209	464	968	849	646	457	666	429	657	866	353	607	447	330
GWK60_L13915	222	192	330	370	324	349	445	175	253	234	178	110	212	120	188	279	116	207	153	112
GWK60_L13937	1395	1434	2673	3082	6530	3611	5066	2213	4589	4422	3112	2197	3262	2428	2815	3421	975	1807	547	461
GWK60_L13959	1273	1197	1198	1345	1993	1510	2590	1022	2060	1827	1459	1093	1400	891	1213	1418	469	739	673	514
GWK60_L13981	108	103	270	287	470	340	566	212	358	240	204	157	189	112	120	170	68	76	80	40
GWK60_L14003	1092	902	437	407	447	487	1053	335	721	1018	922	736	1156	671	1064	1075	537	941	598	534
